ヘッダ情報:伝票No.(伝票No.),ヘッダ情報:出張申請伝票No.(申請No.),ヘッダ情報:行数,明細情報:明細No.,明細情報:明細日付(日付),明細情報:明細時刻(開始)(時刻),明細情報:明細時刻(終了)(時刻),明細情報:出発地(出発),明細情報:到着地(到着),明細情報:交通機関(交通機関他),明細情報:金額(金額),明細情報:証票(領収証),明細情報:手当1CD(日当(選択)),明細情報:手当2CD(宿泊料(選択)),明細情報:手当3CD(滞在費補助(選択)),明細情報:フリー１(備考),明細情報:勘定科目名,明細情報:小計(小計),ヘッダ情報:手当計(手当計),ヘッダ情報:合計(合計),ヘッダ情報:申請者CD(申請者),ヘッダ情報:申請者名(申請者),ヘッダ情報:承認実行者1名,ヘッダ情報:承認日1,ヘッダ情報:承認実行者2名,ヘッダ情報:承認日2,ヘッダ情報:承認実行者3名,ヘッダ情報:承認日3,ヘッダ情報:承認実行者4名,ヘッダ情報:承認日4,ヘッダ情報:承認実行者5名,ヘッダ情報:承認日5
MEBAS0018277,,8,8,2026/06/16,18:35:00,19:50:00,岐阜羽島駅,堅田駅,電車･ﾊﾞｽ,5170,証票あり,,,,乗車券＋特急券。通勤区間：山科駅19:32~堅田駅19:50,旅費交通費,5170,6900,25830,AZ000145,小幡　裕亮,岡田　高明,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,1,2026/06/13,06:25:00,08:15:00,北習志野,八王子,電車･ﾊﾞｽ,1661,証票なし,401,,,西船橋から通勤経路を外れる(06:40頃),旅費交通費,1661,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,2,2026/06/13,08:15:00,08:55:00,ニチレン八王子,富士プリント,車,0,証票なし,,,,レンタカーを利用,賃借料,0,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,3,2026/06/13,08:55:00,18:00:00,富士プリント工業,,作業･打合せ,0,証票なし,,,,精度調整まで終了,旅費交通費,0,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,4,2026/06/13,18:00:00,08:45:00,ホテル,,ﾎﾃﾙ,9000,証票あり,,,,残業がかさむのでホテル宿泊,旅費交通費,9000,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,5,2026/06/14,08:45:00,13:00:00,富士プリント,,作業･打合せ,0,証票なし,,,,点検2日目,旅費交通費,0,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,6,2026/06/14,13:00:00,14:50:00,富士プリント,ニチレン八王子,車,0,証票なし,,,,昼休憩取りつつ移動,賃借料,0,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018278,,7,7,2026/06/14,14:50:00,16:25:00,八王子,北習志野,電車･ﾊﾞｽ,1661,証票なし,,,,西船橋から通勤経路に入る(16:10頃),旅費交通費,1661,2000,14322,AZ000160,清水 雄太,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,1,2026/06/15,15:00:00,15:30:00,大塚（東京）,上野,電車･ﾊﾞｽ,209,証票なし,002,,011,,旅費交通費,209,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,2,2026/06/15,15:30:00,17:00:00,上野,長野,電車･ﾊﾞｽ,7510,証票あり,,,,,旅費交通費,7510,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,3,2026/06/15,17:00:00,18:00:00,長野,ルートイン中野,車,0,証票なし,,,,荷物の回収込み,賃借料,0,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,4,2026/06/15,18:00:00,09:00:00,ルートイン中野,,電車･ﾊﾞｽ,8500,証票あり,,,,,旅費交通費,8500,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,5,2026/06/15,18:00:00,09:00:00,ルートイン中野,,宿泊税,200,証票あり,,,,,旅費交通費,200,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,6,2026/06/16,09:00:00,15:00:00,新光高丘,,作業･打合せ,0,証票なし,,,,WO-00351864,旅費交通費,0,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,7,2026/06/16,15:00:00,15:50:00,新光高丘,長野,車,0,証票なし,,,,,賃借料,0,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,8,2026/06/16,15:50:00,17:00:00,長野,大宮,電車･ﾊﾞｽ,6290,証票あり,,,,,旅費交通費,6290,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018279,,9,9,2026/06/16,17:00:00,17:40:00,大宮（埼玉）,北朝霞,電車･ﾊﾞｽ,253,証票なし,,,,,旅費交通費,253,6900,29862,AZ000126,内田　修平,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018280,,12,1,2026/06/09,08:00:00,09:00:00,船橋法典,大宮（埼玉）,電車･ﾊﾞｽ,803,証票なし,002,,012,,旅費交通費,803,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,2,2026/06/09,09:00:00,10:30:00,大宮,上越妙高,電車･ﾊﾞｽ,8150,証票あり,,,,,旅費交通費,8150,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,3,2026/06/09,10:30:00,11:30:00,上越妙高駅,新光新井,車,0,証票なし,,,,,賃借料,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,4,2026/06/09,11:30:00,14:30:00,新光新井,,作業･打合せ,0,証票なし,,,,WO-00350774,旅費交通費,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,5,2026/06/09,14:30:00,16:00:00,新光新井,スーパーホテル上越妙高駅西口,車,0,証票なし,,,,昼休憩込みの移動時間,賃借料,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,6,2026/06/09,16:00:00,17:30:00,スーパーホテル上越妙高駅西口,,作業･打合せ,0,証票なし,,,,ホテルでテレワーク,旅費交通費,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,7,2026/06/09,16:00:00,08:30:00,スーパーホテル上越妙高駅西口,,ﾎﾃﾙ,7650,証票あり,,,,,旅費交通費,7650,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,8,2026/06/10,08:30:00,09:00:00,スーパーホテル上越妙高駅西口,新光新井,車,0,証票なし,,,,,賃借料,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,9,2026/06/10,09:00:00,18:30:00,新光新井,,作業･打合せ,0,証票なし,,,,WO-00346689,旅費交通費,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,10,2026/06/10,18:30:00,20:00:00,新光新井,上越妙高駅,車,0,証票なし,,,,荷出し、電車待ちの時間込み,賃借料,0,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,11,2026/06/10,20:00:00,22:00:00,上越妙高,大宮,電車･ﾊﾞｽ,8280,証票あり,,,,,旅費交通費,8280,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018280,,12,12,2026/06/10,22:00:00,23:00:00,大宮（埼玉）,船橋法典,電車･ﾊﾞｽ,803,証票なし,,,,,旅費交通費,803,6900,32586,AZ000156,俣野 寛太,岡田　高明,2026/06/17,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018281,,5,1,2026/06/15,07:02:00,08:25:00,大塚（東京）,橋本（神奈川）,電車･ﾊﾞｽ,618,証票なし,001,,,,旅費交通費,618,1700,2936,AZ000152,磯 優樹,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018281,,5,2,2026/06/15,08:25:00,09:00:00,橋本駅,シイエムケイ本社,車(同乗),0,証票なし,,,,ニチレンを使用,旅費交通費,0,1700,2936,AZ000152,磯 優樹,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018281,,5,3,2026/06/15,09:00:00,18:00:00,シイエムケイ本社,,作業･打合せ,0,証票なし,,,,WO-00347977/精度点検,旅費交通費,0,1700,2936,AZ000152,磯 優樹,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018281,,5,4,2026/06/15,18:00:00,18:44:00,シイエムケイ本社,橋本駅,車(同乗),0,証票なし,,,,ニチレンを使用,旅費交通費,0,1700,2936,AZ000152,磯 優樹,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018281,,5,5,2026/06/15,18:44:00,19:47:00,橋本（神奈川）,大塚（東京）,電車･ﾊﾞｽ,618,証票なし,,,,,旅費交通費,618,1700,2936,AZ000152,磯 優樹,岡田　高明,2026/06/19,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19,,
MEBAS0018283,,15,1,2026/06/01,09:39:00,12:06:00,大塚,茅野,電車･ﾊﾞｽ,3520,証票なし,002,,012,乗車料金/JR東日本,旅費交通費,3520,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,2,2026/06/01,10:00:00,12:06:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票あり,,,,特急料金,旅費交通費,2140,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,3,2026/06/01,12:10:00,13:30:00,茅野駅,シムテック,車,0,証票なし,,,,巡回車を使用/荷物を回収＆昼休憩後移動,賃借料,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,4,2026/06/01,13:30:00,18:20:00,シムテック,,作業･打合せ,0,証票なし,,,,8F残件対応＆５月度巡回/WO-00349398＆WO-00345339,旅費交通費,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,5,2026/06/01,19:00:00,08:40:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,１泊分の料金,旅費交通費,8500,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,6,2026/06/01,19:00:00,08:40:00,ホテル,,宿泊税,200,証票あり,,,,宿泊税,旅費交通費,200,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,7,2026/06/02,09:00:00,17:30:00,シムテック,,作業･打合せ,0,証票なし,,,,8F残件対応＆５月度巡回/WO-00349398＆WO-00345339,旅費交通費,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,8,2026/06/02,18:00:00,08:40:00,ホテル,,ﾎﾃﾙ,8500,証票あり,,,,１泊分の料金,旅費交通費,8500,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,9,2026/06/02,18:00:00,08:40:00,ホテル,,宿泊税,200,証票あり,,,,宿泊税,旅費交通費,200,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,10,2026/06/03,09:00:00,19:50:00,シムテック,,作業･打合せ,0,証票なし,,,,8F残件対応＆５月度巡回/WO-00349398＆WO-00345339,旅費交通費,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,11,2026/06/03,20:30:00,08:20:00,ホテル,,ﾎﾃﾙ,7500,証票あり,,,,１泊分の料金,旅費交通費,7500,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,12,2026/06/04,09:00:00,15:30:00,キョウデン伊那,,作業･打合せ,0,証票なし,,,,巡回/WO-00350378,旅費交通費,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,13,2026/06/04,15:30:00,16:50:00,キョウデン伊那,茅野駅,車,0,証票なし,,,,巡回車を使用/昼休憩を取りつつ移動,賃借料,0,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,14,2026/06/04,16:59:00,19:08:00,茅野,新宿,電車･ﾊﾞｽ,2140,証票あり,,,,特急料金,旅費交通費,2140,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018283,,15,15,2026/06/04,16:59:00,19:30:00,茅野,大塚,電車･ﾊﾞｽ,3520,証票なし,,,,乗車料金/JR東日本,旅費交通費,3520,17300,53520,AZ000152,磯 優樹,中田　雅史,2026/06/22,,,田中 裕子,2026/06/23,高橋　昭太,2026/06/23,,
MEBAS0018284,,6,1,2026/06/17,09:40:00,11:22:00,川口,下今市,電車･ﾊﾞｽ,1730,証票なし,001,,,乗車料金,旅費交通費,1730,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018284,,6,2,2026/06/17,09:58:00,11:22:00,浦和,下今市,電車･ﾊﾞｽ,2100,証票あり,,,,特急料金,旅費交通費,2100,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018284,,6,3,2026/06/17,11:30:00,13:00:00,下今市駅,大昌電子,車,0,証票なし,,,,,賃借料,0,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018284,,6,4,2026/06/17,13:00:00,15:40:00,大昌電子,,作業･打合せ,0,証票なし,,,,作業伝票：WO-00351328,旅費交通費,0,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018284,,6,5,2026/06/17,15:40:00,16:20:00,大昌電子,下今市駅,車,0,証票なし,,,,,賃借料,0,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018284,,6,6,2026/06/17,16:46:00,18:27:00,下今市,川口,電車･ﾊﾞｽ,3830,証票あり,,,,乗車料金 + 特急料金,旅費交通費,3830,1700,9360,AZ000122,長橋　正輝,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/18
MEBAS0018286,,7,1,2026/06/11,16:15:00,17:45:00,大塚（東京）,土浦,電車･ﾊﾞｽ,1221,証票なし,002,,012,,旅費交通費,1221,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,2,2026/06/11,17:45:00,08:00:00,ベルズイン土浦,,ﾎﾃﾙ,8100,証票あり,,,,,旅費交通費,8100,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,3,2026/06/12,08:00:00,09:00:00,ベルズイン土浦,板橋精機,車,0,証票なし,,,,,賃借料,0,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,4,2026/06/12,09:00:00,20:30:00,板橋精機,,作業･打合せ,0,証票なし,,,,WO-00348348、WO-00348350,旅費交通費,0,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,5,2026/06/12,20:30:00,21:30:00,板橋精機,ルートイン土浦,車,0,証票なし,,,,,賃借料,0,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,6,2026/06/12,21:30:00,10:00:00,ルートイン土浦,,ﾎﾃﾙ,9100,証票あり,,,,,旅費交通費,9100,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018286,,7,7,2026/06/13,10:00:00,11:00:00,土浦,船橋法典,電車･ﾊﾞｽ,1034,証票なし,,,,,旅費交通費,1034,12100,31555,AZ000156,俣野 寛太,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018287,,3,1,2026/06/17,08:00:00,10:00:00,栗東,京セラ綾部,車,0,証票なし,002,,,直行,賃借料,0,1700,1700,AZ000159,西澤 裕貴,岡田　高明,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018287,,3,2,2026/06/17,10:00:00,16:30:00,京セラ綾部,,作業･打合せ,0,証票なし,,,,WO-00348622、WO-00348620,旅費交通費,0,1700,1700,AZ000159,西澤 裕貴,岡田　高明,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018287,,3,3,2026/06/17,16:30:00,18:00:00,京セラ綾部,栗東,車,0,証票なし,,,,直帰,賃借料,0,1700,1700,AZ000159,西澤 裕貴,岡田　高明,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,1,2026/06/17,10:10:00,10:12:00,東野（京都）,山科,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,2,2026/06/17,10:21:00,12:04:00,山科,大垣,電車･ﾊﾞｽ,1690,証票なし,,,,,旅費交通費,1690,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,3,2026/06/17,14:00:00,14:40:00,大垣駅,イビデン,車,0,証票なし,,,,,賃借料,0,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,4,2026/06/17,15:00:00,16:30:00,イビデン,イビデン,作業･打合せ,0,証票なし,,,,,旅費交通費,0,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,5,2026/06/17,16:30:00,17:00:00,イビデン,大垣駅,車,0,証票なし,,,,,賃借料,0,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,6,2026/06/17,17:10:00,18:37:00,大垣,山科,電車･ﾊﾞｽ,1690,証票なし,,,,,旅費交通費,1690,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018288,,7,7,2026/06/17,18:45:00,18:47:00,山科,東野（京都）,電車･ﾊﾞｽ,220,証票なし,,,,,旅費交通費,220,0,3820,AZ000117,岡部　信一,浜内　邦嘉,2026/06/18,田中 裕子,2026/06/18,,,高橋　昭太,2026/06/19,,
MEBAS0018289,,7,1,2026/06/08,15:30:00,18:00:00,大塚,いわき,電車･ﾊﾞｽ,3850,証票なし,002,,012,乗車券　JR東日本,旅費交通費,3850,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,2,2026/06/08,16:00:00,18:00:00,上野,いわき,電車･ﾊﾞｽ,2450,証票あり,,,,,旅費交通費,2450,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,3,2026/06/08,18:00:00,09:00:00,ホテル,,ﾎﾃﾙ,7750,証票あり,,,,1泊分,旅費交通費,7750,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,4,2026/06/09,09:00:00,17:00:00,キョウデン東北,,作業･打合せ,0,証票なし,,,,WO-00347619,旅費交通費,0,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,5,2026/06/09,17:00:00,17:30:00,キョウデン東北,いわき,車,0,証票なし,,,,,賃借料,0,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,6,2026/06/09,17:30:00,19:30:00,いわき,上野,電車･ﾊﾞｽ,2450,証票あり,,,,,旅費交通費,2450,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018289,,7,7,2026/06/09,17:30:00,20:00:00,いわき,大塚,電車･ﾊﾞｽ,3850,証票なし,,,,乗車券　JR東日本,旅費交通費,3850,6900,27250,AZ000147,石川 直樹,岡田　高明,2026/06/18,,,,,田中 裕子,2026/06/18,高橋　昭太,2026/06/19
MEBAS0018290,,5,1,2026/06/15,17:50:00,19:50:00,事務所,ホテル,車,0,証票なし,002,,012,,賃借料,0,12100,27800,AH000611,志村　一磨,茅野　義洋,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018290,,5,2,2026/06/15,19:50:00,09:00:00,ホテル,,ﾎﾃﾙ,15700,証票あり,,,,2泊分,旅費交通費,15700,12100,27800,AH000611,志村　一磨,茅野　義洋,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018290,,5,3,2026/06/16,09:00:00,17:00:00,CECYLLS,,作業･打合せ,0,証票なし,,,,WO-00351256,旅費交通費,0,12100,27800,AH000611,志村　一磨,茅野　義洋,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018290,,5,4,2026/06/17,09:00:00,12:00:00,CECYLLS,,作業･打合せ,0,証票なし,,,,WO-00351256,旅費交通費,0,12100,27800,AH000611,志村　一磨,茅野　義洋,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018290,,5,5,2026/06/17,12:00:00,14:30:00,CECYLLS,事務所,車,0,証票なし,,,,昼休憩含む,賃借料,0,12100,27800,AH000611,志村　一磨,茅野　義洋,2026/06/18,田中 裕子,2026/06/19,,,高橋　昭太,2026/06/19,,
MEBAS0018291,,14,1,2026/06/15,15:41:00,15:52:00,大塚（東京）,新宿,電車･ﾊﾞｽ,209,証票なし,002,,012,,旅費交通費,209,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,2,2026/06/15,16:00:00,18:01:00,新宿,茅野,電車･ﾊﾞｽ,2140,証票あり,,,,特急券,旅費交通費,2140,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,3,2026/06/15,16:00:00,18:01:00,新宿,茅野,電車･ﾊﾞｽ,3520,証票なし,,,,乗車券,旅費交通費,3520,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,4,2026/06/15,18:01:00,19:00:00,茅野,ホテル,車(同乗),0,証票なし,,,,,旅費交通費,0,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,5,2026/06/15,19:00:00,08:40:00,ホテル,,ﾎﾃﾙ,16800,証票あり,,,,2泊分,旅費交通費,16800,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,6,2026/06/15,19:00:00,08:40:00,宿泊税,,宿泊税,400,証票あり,,,,,旅費交通費,400,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,7,2026/06/16,08:40:00,09:00:00,ホテル,キョウデン,車(同乗),0,証票なし,,,,,旅費交通費,0,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,8,2026/06/16,09:00:00,21:30:00,キョウデン,,作業･打合せ,0,証票なし,,,,WO-00350936,旅費交通費,0,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
MEBAS0018291,,14,9,2026/06/17,09:00:00,15:30:00,キョウデン,,作業･打合せ,0,証票なし,,,,WO-00350934,旅費交通費,0,12100,40670,AZ000119,富山　博,岡田　高明,2026/06/19,,,,,田中 裕子,2026/06/19,高橋　昭太,2026/06/19
